No.;Time;;Source;Destination;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
2215;11,148651;;144,195,42,75;192,168,1,3;;;11,148651;11,157143;0,008492;;0,007108;0,001384;-0,005724
2219;11,157143;;144,195,42,75;192,168,1,3;;;11,157143;11,158527;0,001384;;-0,078854;0,080238;0,159092
2220;11,158527;;192,168,1,3;23,44,53,144;;;11,158527;11,238765;0,080238;;0,055826;0,024412;-0,031414
2240;11,238765;;144,195,42,75;192,168,1,3;;;11,238765;11,263177;0,024412;;0,023477;0,000935;-0,022542
2257;11,263177;;23,44,53,144;192,168,1,3;;;11,263177;11,264112;0,000935;;-0,003618;0,004553;0,008171
2259;11,264112;;23,44,53,144;192,168,1,3;;;11,264112;11,268665;0,004553;;-0,00146;0,006013;0,007473
2260;11,268665;;192,168,1,3;144,195,42,75;;;11,268665;11,274678;0,006013;;-0,074425;0,080438;0,154863
2261;11,274678;;192,168,1,3;104.109.129.114;;;11,274678;11,355116;0,080438;;0,053363;0,027075;-0,026288
2281;11,355116;;192,168,1,3;23,44,53,144;;;11,355116;11,382191;0,027075;;0,027073;2,00E-06;-0,027071
2286;11,382191;;104.109.129.114;192,168,1,3;;;11,382191;11,382193;2,00E-06;;-0,000157;0,000159;0,000316
2287;11,382193;;104.109.129.114;192,168,1,3;;;11,382193;11,382352;0,000159;;-0,007658;0,007817;0,015475
2288;11,382352;;192,168,1,3;104.109.129.114;;;11,382352;11,390169;0,007817;;0,007486;0,000331;-0,007155
2289;11,390169;;144,195,42,75;192,168,1,3;;;11,390169;11,3905;0,000331;;-0,26774;0,268071;0,535811
2290;11,3905;;192,168,1,3;144,195,42,75;;;11,3905;11,658571;0,268071;;-0,213551;0,481622;0,695173
2314;11,658571;;144,195,42,75;192,168,1,3;;;11,658571;12,140193;0,481622;;0,481621;1,00E-06;-0,48162
2384;12,140193;;144,195,42,75;192,168,1,3;;;12,140193;12,140194;1,00E-06;;-0,000138;0,000139;0,000277
2385;12,140194;;144,195,42,75;192,168,1,3;;;12,140194;12,140333;0,000139;;-0,000266;0,000405;0,000671
2386;12,140333;;192,168,1,3;144,195,42,75;;;12,140333;12,140738;0,000405;;-0,251633;0,252038;0,503671
2387;12,140738;;192,168,1,3;144,195,42,75;;;12,140738;12,392776;0,252038;;0,236035;0,016003;-0,220032
2437;12,392776;;144,195,42,75;192,168,1,3;;;12,392776;12,408779;0,016003;;0,013804;0,002199;-0,011605
2438;12,408779;;144,195,42,75;192,168,1,3;;;12,408779;12,410978;0,002199;;-0,265941;0,26814;0,534081
2439;12,410978;;192,168,1,3;144,195,42,75;;;12,410978;12,679118;0,26814;;0,268139;1,00E-06;-0,268138
2480;12,679118;;140,82,114,25;192,168,1,3;;;12,679118;12,679119;1,00E-06;;-0,000386;0,000387;0,000773
2481;12,679119;;144,195,42,75;192,168,1,3;;;12,679119;12,679506;0,000387;;-0,242833;0,24322;0,486053
2482;12,679506;;192,168,1,3;140,82,114,25;;;12,679506;12,922726;0,24322;;0,023916;0,219304;0,195388
2531;12,922726;;140,82,114,25;192,168,1,3;;;12,922726;13,14203;0,219304;;0,21898;0,000324;-0,218656
2563;13,14203;;144,195,42,75;192,168,1,3;;;13,14203;13,142354;0,000324;;-0,252856;0,25318;0,506036
2564;13,142354;;192,168,1,3;144,195,42,75;;;13,142354;13,395534;0,25318;;0,242462;0,010718;-0,231744
2605;13,395534;;144,195,42,75;192,168,1,3;;;13,395534;13,406252;0,010718;;0,007066;0,003652;-0,003414
2606;13,406252;;192,168,1,3;144,195,42,75;;;13,406252;13,409904;0,003652;;-0,120808;0,12446;0,245268
2608;13,409904;;144,195,42,75;192,168,1,3;;;13,409904;13,534364;0,12446;;0,019533;0,104927;0,085394
2630;13,534364;;192,168,1,3;144,195,42,75;;;13,534364;13,639291;0,104927;;0,10303;0,001897;-0,101133
2647;13,639291;;144,195,42,75;192,168,1,3;;;13,639291;13,641188;0,001897;;-0,031119;0,033016;0,064135
2648;13,641188;;192,168,1,3;144,195,42,75;;;13,641188;13,674204;0,033016;;-0,072919;0,105935;0,178854
2654;13,674204;;144,195,42,75;192,168,1,3;;;13,674204;13,780139;0,105935;;0,105592;0,000343;-0,105249
2666;13,780139;;144,195,42,75;192,168,1,3;;;13,780139;13,780482;0,000343;;-0,021612;0,021955;0,043567
2667;13,780482;;192,168,1,3;144,195,42,75;;;13,780482;13,802437;0,021955;;0,021954;1,00E-06;-0,021953
2671;13,802437;;144,195,42,75;192,168,1,3;;;13,802437;13,802438;1,00E-06;;-0,065896;0,065897;0,131793
2672;13,802438;;144,195,42,75;192,168,1,3;;;13,802438;13,868335;0,065897;;-0,014631;0,080528;0,095159
2684;13,868335;;192,168,1,3;144,195,42,75;;;13,868335;13,948863;0,080528;;-0,018884;0,099412;0,118296
2693;13,948863;;144,195,42,75;192,168,1,3;;;13,948863;14,048275;0,099412;;-0,073197;0,172609;0,245806
2704;14,048275;;144,195,42,75;192,168,1,3;;;14,048275;14,220884;0,172609;;0,172408;0,000201;-0,172207
2717;14,220884;;192,168,1,3;144,195,42,75;;;14,220884;14,221085;0,000201;;-0,25482;0,255021;0,509841
2718;14,221085;;192,168,1,3;144,195,42,75;;;14,221085;14,476106;0,255021;;0,242105;0,012916;-0,229189
2744;14,476106;;192,168,1,3;144,195,42,75;;;14,476106;14,489022;0,012916;;0,012915;1,00E-06;-0,012914
2749;14,489022;;144,195,42,75;192,168,1,3;;;14,489022;14,489023;1,00E-06;;-0,00018;0,000181;0,000361
2750;14,489023;;144,195,42,75;192,168,1,3;;;14,489023;14,489204;0,000181;;-0,177946;0,178127;0,356073
2751;14,489204;;144,195,42,75;192,168,1,3;;;14,489204;14,667331;0,178127;;0,101532;0,076595;-0,024937
2769;14,667331;;192,168,1,3;144,195,42,75;;;14,667331;14,743926;0,076595;;0,076234;0,000361;-0,075873
2782;14,743926;;144,195,42,75;192,168,1,3;;;14,743926;14,744287;0,000361;;-0,150615;0,150976;0,301591
2783;14,744287;;192,168,1,3;144,195,42,75;;;14,744287;14,895263;0,150976;;0,150975;1,00E-06;-0,150974
2810;14,895263;;144,195,42,75;192,168,1,3;;;14,895263;14,895264;1,00E-06;;1,00E-06;0;-1,00E-06
2811;14,895264;;144,195,42,75;192,168,1,3;;;14,895264;14,895264;0;;-0,000144;0,000144;0,000288
2812;14,895264;;144,195,42,75;192,168,1,3;;;14,895264;14,895408;0,000144;;-0,010818;0,010962;0,02178
2813;14,895408;;192,168,1,3;144,195,42,75;;;14,895408;14,90637;0,010962;;-0,134612;0,145574;0,280186
2814;14,90637;;192,168,1,3;144,195,42,75;;;14,90637;15,051944;0,145574;;0,023662;0,121912;0,09825
2839;15,051944;;144,195,42,75;192,168,1,3;;;15,051944;15,173856;0,121912;;-1,98554;2,107452;4,092992
2857;15,173856;;144,195,42,75;192,168,1,3;;;15,173856;17,281308;2,107452;;1,860467;0,246985;-1,613482
3145;17,281308;;192,168,1,3;144,195,42,75;;;17,281308;17,528293;0,246985;;0,246646;0,000339;-0,246307
3180;17,528293;;144,195,42,75;192,168,1,3;;;17,528293;17,528632;0,000339;;-0,02037;0,020709;0,041079
3181;17,528632;;192,168,1,3;144,195,42,75;;;17,528632;17,549341;0,020709;;0,020709;0;-0,020709
3183;17,549341;;144,195,42,75;192,168,1,3;;;17,549341;17,549341;0;;-0,219073;0,219073;0,438146
3184;17,549341;;144,195,42,75;192,168,1,3;;;17,549341;17,768414;0,219073;;0,15179;0,067283;-0,084507
3209;17,768414;;192,168,1,3;144,195,42,75;;;17,768414;17,835697;0,067283;;0,006597;0,060686;0,054089
3223;17,835697;;144,195,42,75;192,168,1,3;;;17,835697;17,896383;0,060686;;0,048421;0,012265;-0,036156
3232;17,896383;;144,195,42,75;192,168,1,3;;;17,896383;17,908648;0,012265;;-0,25597;0,268235;0,524205
3233;17,908648;;192,168,1,3;144,195,42,75;;;17,908648;18,176883;0,268235;;-0,197853;0,466088;0,663941
3263;18,176883;;144,195,42,75;192,168,1,3;;;18,176883;18,642971;0,466088;;0,464348;0,00174;-0,462608
3319;18,642971;;144,195,42,75;192,168,1,3;;;18,642971;18,644711;0,00174;;-0,224308;0,226048;0,450356
3320;18,644711;;192,168,1,3;144,195,42,75;;;18,644711;18,870759;0,226048;;0,225915;0,000133;-0,225782
3353;18,870759;;144,195,42,75;192,168,1,3;;;18,870759;18,870892;0,000133;;-0,01418;0,014313;0,028493
3354;18,870892;;192,168,1,3;144,195,42,75;;;18,870892;18,885205;0,014313;;0,003379;0,010934;0,007555
3355;18,885205;;192,168,1,3;144,195,42,75;;;18,885205;18,896139;0,010934;;-0,009055;0,019989;0,029044
3358;18,896139;;144,195,42,75;192,168,1,3;;;18,896139;18,916128;0,019989;;-0,008635;0,028624;0,037259
3361;18,916128;;144,195,42,75;192,168,1,3;;;18,916128;18,944752;0,028624;;-0,165651;0,194275;0,359926
3363;18,944752;;192,168,1,3;144,195,42,75;;;18,944752;19,139027;0,194275;;0,194274;1,00E-06;-0,194273
3399;19,139027;;144,195,42,75;192,168,1,3;;;19,139027;19,139028;1,00E-06;;-0,000143;0,000144;0,000287
3400;19,139028;;144,195,42,75;192,168,1,3;;;19,139028;19,139172;0,000144;;-0,00025;0,000394;0,000644
3401;19,139172;;192,168,1,3;144,195,42,75;;;19,139172;19,139566;0,000394;;-0,014101;0,014495;0,028596
3402;19,139566;;192,168,1,3;144,195,42,75;;;19,139566;19,154061;0,014495;;-0,043589;0,058084;0,101673
3407;19,154061;;144,195,42,75;192,168,1,3;;;19,154061;19,212145;0,058084;;-0,136366;0,19445;0,330816
3417;19,212145;;144,195,42,75;192,168,1,3;;;19,212145;19,406595;0,19445;;-0,287772;0,482222;0,769994
3454;19,406595;;144,195,42,75;192,168,1,3;;;19,406595;19,888817;0,482222;;0,481629;0,000593;-0,481036
3531;19,888817;;144,195,42,75;192,168,1,3;;;19,888817;19,88941;0,000593;;-0,251838;0,252431;0,504269
3532;19,88941;;192,168,1,3;144,195,42,75;;;19,88941;20,141841;0,252431;;0,252102;0,000329;-0,251773
3571;20,141841;;144,195,42,75;192,168,1,3;;;20,141841;20,14217;0,000329;;-0,015448;0,015777;0,031225
3572;20,14217;;192,168,1,3;144,195,42,75;;;20,14217;20,157947;0,015777;;-0,235887;0,251664;0,487551
3574;20,157947;;144,195,42,75;192,168,1,3;;;20,157947;20,409611;0,251664;;0,189814;0,06185;-0,127964
3602;20,409611;;144,195,42,75;192,168,1,3;;;20,409611;20,471461;0,06185;;-0,198119;0,259969;0,458088
3607;20,471461;;192,168,1,3;170,114,15,137;;;20,471461;20,73143;0,259969;;0,259013;0,000956;-0,258057
3632;20,73143;;170,114,15,137;192,168,1,3;;;20,73143;20,732386;0,000956;;-0,134245;0,135201;0,269446
3633;20,732386;;170,114,15,137;192,168,1,3;;;20,732386;20,867587;0,135201;;0,111767;0,023434;-0,088333
3652;20,867587;;192,168,1,3;170,114,15,137;;;20,867587;20,891021;0,023434;;0,022969;0,000465;-0,022504
3656;20,891021;;144,195,42,75;192,168,1,3;;;20,891021;20,891486;0,000465;;-0,145426;0,145891;0,291317
3657;20,891486;;192,168,1,3;144,195,42,75;;;20,891486;21,037377;0,145891;;0,039089;0,106802;0,067713
3678;21,037377;;192,168,1,3;144,195,42,75;;;21,037377;21,144179;0,106802;;0,101691;0,005111;-0,09658
3694;21,144179;;144,195,42,75;192,168,1,3;;;21,144179;21,14929;0,005111;;-0,00475;0,009861;0,014611
3696;21,14929;;192,168,1,3;144,195,42,75;;;21,14929;21,159151;0,009861;;-0,116813;0,126674;0,243487
3698;21,159151;;144,195,42,75;192,168,1,3;;;21,159151;21,285825;0,126674;;0,126026;0,000648;-0,125378
3716;21,285825;;144,195,42,75;192,168,1,3;;;21,285825;21,286473;0,000648;;-0,017514;0,018162;0,035676
3717;21,286473;;192,168,1,3;144,195,42,75;;;21,286473;21,304635;0,018162;;0,018161;1,00E-06;-0,01816
3722;21,304635;;144,195,42,75;192,168,1,3;;;21,304635;21,304636;1,00E-06;;-0,062947;0,062948;0,125895
3723;21,304636;;144,195,42,75;192,168,1,3;;;21,304636;21,367584;0,062948;;-0,025804;0,088752;0,114556
3731;21,367584;;192,168,1,3;144,195,42,75;;;21,367584;21,456336;0,088752;;-0,009498;0,09825;0,107748
3737;21,456336;;144,195,42,75;192,168,1,3;;;21,456336;21,554586;0,09825;;;;
3750;21,554586;;144,195,42,75;192,168,1,3;;;;;;;;;
;;;;;;;;Total Delay ;21,397903;;;Total Jitter;21,484055
;;;;;;;;Rata-rata Delay;0,005701546;;;Rata-rata Jitter;0,005724502
